time(s),filename,numbytes,info
11.1,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 22
11.3,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 23
11.4,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 24
11.4,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 24
11.4,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 25
11.5,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 25
11.5,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 23
11.6,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 27
11.7,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 26
11.8,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 26
11.9,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 27
12.1,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 28
12.1,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 29
12.2,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 30
12.2,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 28
12.3,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 29
12.3,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 30
12.4,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 31
12.4,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 31
12.6,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 32
12.7,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 33
12.7,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 34
12.7,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 32
12.8,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 33
12.9,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 35
12.9,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 35
13.2,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 34
13.2,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 36
13.3,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 37
13.6,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 37
13.6,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 36
13.6,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 38
13.6,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 39
13.8,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 38
13.9,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 39
13.9,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 41
14.2,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 40
14.4,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 40
14.5,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 42
14.5,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 41
14.8,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,8526442,part 45
14.8,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 44
14.8,DSP-1001660006002-A-E10_S58_L001_R2_001.fastq.gz,16777216,part 43
15.1,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 44
15.2,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 43
15.3,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,16777216,part 42
15.4,DSP-1001660006002-A-E10_S58_L001_R1_001.fastq.gz,793132,part 45
